image_path,k_code,product_name,class_id,split
C:\project_sep\data\single_folder\K-042072_0_0_1_2_75_180_200.png,K-042072,가벨린정 150mg,229,train
C:\project_sep\data\single_folder\K-044361_0_1_0_0_75_080_200.png,K-044361,쎄스콘미니정 0.15mg/PTP,408,train
C:\project_sep\data\single_folder\K-039513_0_1_0_1_70_020_200.png,K-039513,넥리카캡슐 75mg,25,train
C:\project_sep\data\single_folder\K-044867_0_2_0_2_70_280_200.png,K-044867,마투탑플러스연질캡슐 500mg/PTP,459,train
C:\project_sep\data\single_folder\K-041600_0_1_1_0_70_100_200.png,K-041600,제클러캡슐 250mg,178,train
C:\project_sep\data\single_folder\K-044145_0_2_1_1_75_020_200.png,K-044145,콜민코연질캡슐 200mg/PTP,390,train
C:\project_sep\data\single_folder\K-041772_0_2_0_1_70_180_200.png,K-041772,킥센연질캡슐 250mg/PTP,195,train
C:\project_sep\data\single_folder\K-043468_0_2_0_2_90_000_200.png,K-043468,빅조인에프정 600mg/병,340,train
C:\project_sep\data\single_folder\K-040332_0_2_0_2_60_240_200.png,K-040332,투베로정60/10밀리그램,78,train
C:\project_sep\data\single_folder\K-039236_0_2_1_1_75_340_200.png,K-039236,엑세타민연질캡슐 20mg/포,8,train
C:\project_sep\data\single_folder\K-042303_0_1_0_2_90_040_200.png,K-042303,하이베포정 10mg,257,train
C:\project_sep\data\single_folder\K-042662_0_2_1_2_60_260_200.png,K-042662,네비스톨정1.25밀리그램(네비보롤염산염),284,train
C:\project_sep\data\single_folder\K-044631_0_0_0_2_75_140_200.png,K-044631,휴비안트플러스디정,440,train
C:\project_sep\data\single_folder\K-041075_0_2_0_1_70_160_200.png,K-041075,세다큐콜드연질캡슐 180mg/PTP,118,train
C:\project_sep\data\single_folder\K-044551_0_2_1_2_75_080_200.png,K-044551,엘도클캡슐(에르도스테인),430,train
C:\project_sep\data\single_folder\K-044068_0_2_0_2_60_060_200.png,K-044068,휴텍스아스피린장용정 100mg,381,train
C:\project_sep\data\single_folder\K-040811_0_2_1_0_90_040_200.png,K-040811,프로부틴정,105,train
C:\project_sep\data\single_folder\K-044736_0_0_0_1_90_220_200.png,K-044736,프리렙톨캡슐 25mg,452,train
C:\project_sep\data\single_folder\K-042154_0_0_1_1_60_200_200.png,K-042154,센스데이정 0.15mg/PTP,239,train
C:\project_sep\data\single_folder\K-042073_0_0_1_0_75_120_200.png,K-042073,가벨린정 75mg,230,train
C:\project_sep\data\single_folder\K-040098_0_1_0_1_75_140_200.png,K-040098,칸타벨정 8/5mg,61,train
C:\project_sep\data\single_folder\K-043793_0_2_0_1_90_160_200.png,K-043793,비맥스비비정 25mg/병,364,train
C:\project_sep\data\single_folder\K-041787_0_0_0_2_75_140_200.png,K-041787,록소리펜정,196,train
C:\project_sep\data\single_folder\K-044312_0_2_1_0_70_100_200.png,K-044312,제이그렐정(클로피도그렐황산염),404,train
C:\project_sep\data\single_folder\K-041804_0_0_0_2_70_040_200.png,K-041804,쿠에타핀정12.5밀리그램(쿠에티아핀푸마르산염),202,train
C:\project_sep\data\single_folder\K-041804_0_0_1_0_70_040_200.png,K-041804,쿠에타핀정12.5밀리그램(쿠에티아핀푸마르산염),202,train
C:\project_sep\data\single_folder\K-044065_0_2_0_2_75_280_200.png,K-044065,페노코린캡슐,380,train
C:\project_sep\data\single_folder\K-040519_0_2_1_0_90_020_200.png,K-040519,트윈콤비정 80/5mg,87,train
C:\project_sep\data\single_folder\K-041413_0_2_0_0_75_000_200.png,K-041413,건일몬테루카스트정 10mg,160,train
C:\project_sep\data\single_folder\K-041295_0_2_0_1_75_120_200.png,K-041295,건일몬테루카스트츄정 5mg,144,train
C:\project_sep\data\single_folder\K-043079_0_2_0_2_70_140_200.png,K-043079,빅파워비타연질캡슐 20mg/포,306,train
C:\project_sep\data\single_folder\K-044579_0_0_1_1_90_320_200.png,K-044579,일성레바미피드정,434,train
C:\project_sep\data\single_folder\K-043278_0_2_0_0_70_320_200.png,K-043278,아날라프연질캡슐 250mg/PTP,321,train
C:\project_sep\data\single_folder\K-044539_0_0_1_1_90_280_200.png,K-044539,아질렉트정 0.5mg,427,train
C:\project_sep\data\single_folder\K-039266_0_2_0_0_90_140_200.png,K-039266,셀룬정 200mg/병,11,train
C:\project_sep\data\single_folder\K-044199_0_1_0_2_70_240_200.png,K-044199,케이캡정 50mg,393,train
C:\project_sep\data\single_folder\K-042342_0_2_0_2_75_260_200.png,K-042342,에코파워600정 600mg/병,263,train
C:\project_sep\data\single_folder\K-044068_0_1_1_1_70_160_200.png,K-044068,휴텍스아스피린장용정 100mg,381,train
C:\project_sep\data\single_folder\K-040264_0_2_0_0_90_140_200.png,K-040264,리치큐정,73,train
C:\project_sep\data\single_folder\K-044491_0_2_1_1_90_240_200.png,K-044491,바콜디정,422,train
C:\project_sep\data\single_folder\K-041372_0_1_0_0_75_280_200.png,K-041372,유로가바캡슐 75mg,155,train
C:\project_sep\data\single_folder\K-040119_0_0_0_1_75_140_200.png,K-040119,씬지록신정 150mcg,65,train
C:\project_sep\data\single_folder\K-044068_0_2_1_0_60_140_200.png,K-044068,휴텍스아스피린장용정 100mg,381,train
C:\project_sep\data\single_folder\K-041544_0_2_1_0_90_060_200.png,K-041544,코르포지정 5/80mg,171,train
C:\project_sep\data\single_folder\K-043280_0_0_1_1_70_100_200.png,K-043280,락스타캡슐(락토바실루스카제이변종람노수스),322,train
C:\project_sep\data\single_folder\K-040326_0_2_1_2_75_200_200.png,K-040326,바로코민골드정 60mg/PTP,76,train
C:\project_sep\data\single_folder\K-044469_0_0_1_2_90_140_200.png,K-044469,마더스아스피린장용정 100mg,420,train
C:\project_sep\data\single_folder\K-039169_0_0_0_1_90_260_200.png,K-039169,베아로탄플러스프로정,3,train
C:\project_sep\data\single_folder\K-041547_0_2_0_0_90_240_200.png,K-041547,로스바탄정 5mg,172,train
C:\project_sep\data\single_folder\K-044469_0_2_1_2_60_080_200.png,K-044469,마더스아스피린장용정 100mg,420,train
C:\project_sep\data\single_folder\K-044469_0_1_1_0_60_060_200.png,K-044469,마더스아스피린장용정 100mg,420,train
C:\project_sep\data\single_folder\K-041329_0_0_1_2_90_220_200.png,K-041329,치센캡슐 300mg/PTP,150,train
C:\project_sep\data\single_folder\K-044530_0_0_1_2_60_320_200.png,K-044530,로수암핀정 5/5mg,426,train
C:\project_sep\data\single_folder\K-044238_0_2_0_2_90_040_200.png,K-044238,다모다트정 0.5mg,399,train
C:\project_sep\data\single_folder\K-041752_0_2_0_0_90_240_200.png,K-041752,이달비정 40mg,192,train
C:\project_sep\data\single_folder\K-043887_0_0_1_2_75_060_200.png,K-043887,피타론정,371,train
C:\project_sep\data\single_folder\K-039747_0_2_1_1_90_120_200.png,K-039747,칸데암로정 8/5mg,40,train
C:\project_sep\data\single_folder\K-040100_0_1_1_2_60_140_200.png,K-040100,칸타벨정 16/5mg,62,train
C:\project_sep\data\single_folder\K-041752_0_2_1_1_90_300_200.png,K-041752,이달비정 40mg,192,train
C:\project_sep\data\single_folder\K-044639_0_0_0_1_90_080_200.png,K-044639,비너스정 20mg,442,train
C:\project_sep\data\single_folder\K-041646_0_2_0_0_90_260_200.png,K-041646,이브터치연질캡슐 400mg/PTP,182,train
C:\project_sep\data\single_folder\K-044498_0_1_1_0_75_120_200.png,K-044498,투게논정 5/16mg,424,train
C:\project_sep\data\single_folder\K-044385_0_0_0_0_75_280_200.png,K-044385,이달비클로정 40/25mg,412,train
C:\project_sep\data\single_folder\K-039568_0_1_1_2_90_200_200.png,K-039568,프가바린캡슐 75mg,30,train
C:\project_sep\data\single_folder\K-041247_0_2_1_1_75_060_200.png,K-041247,엘도프로정,136,train
C:\project_sep\data\single_folder\K-043132_0_0_1_2_90_340_200.png,K-043132,비오딜정5mg,312,train
C:\project_sep\data\single_folder\K-042169_0_1_1_0_70_200_200.png,K-042169,뉴리카캡슐 300mg,240,train
C:\project_sep\data\single_folder\K-043949_0_0_1_2_90_280_200.png,K-043949,프레가린캡슐 25mg,375,train
C:\project_sep\data\single_folder\K-042472_0_0_1_0_75_240_200.png,K-042472,메모티린정,270,train
C:\project_sep\data\single_folder\K-044397_0_2_1_0_70_100_200.png,K-044397,제일알지싹세티연질캡슐 10mg/PTP,413,train
C:\project_sep\data\single_folder\K-045129_0_2_1_1_75_240_200.png,K-045129,비너스플러스정,483,train
C:\project_sep\data\single_folder\K-044620_0_2_0_2_90_060_200.png,K-044620,알포아티린리드캡슐,438,train
C:\project_sep\data\single_folder\K-041992_0_0_1_0_90_000_200.png,K-041992,유로피딜정 75mg,217,train
C:\project_sep\data\single_folder\K-043998_0_2_1_2_75_220_200.png,K-043998,캐롤비코프연질캡슐 180mg/PTP,376,train
C:\project_sep\data\single_folder\K-042831_0_1_1_0_75_180_200.png,K-042831,가스모틴에스알정(모사프리드시트르산염수화물),297,train
C:\project_sep\data\single_folder\K-041617_0_0_1_1_75_060_200.png,K-041617,아르닉정 200mg/병,179,train
C:\project_sep\data\single_folder\K-039148_0_1_0_2_90_240_200.png,K-039148,듀카브정60/5밀리그램,0,train
C:\project_sep\data\single_folder\K-039248_0_2_0_0_70_160_200.png,K-039248,덴티골드캡슐 150mg/PTP,9,train
C:\project_sep\data\single_folder\K-044065_0_2_1_1_90_340_200.png,K-044065,페노코린캡슐,380,train
C:\project_sep\data\single_folder\K-044579_0_0_1_0_90_340_200.png,K-044579,일성레바미피드정,434,train
C:\project_sep\data\single_folder\K-042831_0_2_0_1_70_120_200.png,K-042831,가스모틴에스알정(모사프리드시트르산염수화물),297,train
C:\project_sep\data\single_folder\K-043537_0_0_1_2_75_320_200.png,K-043537,이니바실루스캡슐,348,train
C:\project_sep\data\single_folder\K-044469_0_1_0_0_75_040_200.png,K-044469,마더스아스피린장용정 100mg,420,train
C:\project_sep\data\single_folder\K-042139_0_2_1_2_90_300_200.png,K-042139,가나플럭스정 20/1100mg,238,train
C:\project_sep\data\single_folder\K-041751_0_1_1_2_90_200_200.png,K-041751,이달비정 80mg,191,train
C:\project_sep\data\single_folder\K-044068_0_0_0_2_90_260_200.png,K-044068,휴텍스아스피린장용정 100mg,381,train
C:\project_sep\data\single_folder\K-044199_0_1_0_0_90_300_200.png,K-044199,케이캡정 50mg,393,train
C:\project_sep\data\single_folder\K-041858_0_1_0_2_75_280_200.png,K-041858,모바렌캡슐 100mg/PTP,205,train
C:\project_sep\data\single_folder\K-041739_0_0_0_0_75_220_200.png,K-041739,센글라정50mg 70.23mg/PTP,189,train
C:\project_sep\data\single_folder\K-041413_0_2_0_0_90_280_200.png,K-041413,건일몬테루카스트정 10mg,160,train
C:\project_sep\data\single_folder\K-042021_0_2_0_0_75_260_200.png,K-042021,투리온정(베포타스틴베실산염),223,train
C:\project_sep\data\single_folder\K-044992_0_0_0_1_90_200_200.png,K-044992,메피솔론정(메틸프레드니솔론),470,train
C:\project_sep\data\single_folder\K-042303_0_1_1_1_90_140_200.png,K-042303,하이베포정 10mg,257,train
C:\project_sep\data\single_folder\K-040939_0_1_0_1_75_240_200.png,K-040939,리필펜캡슐 160mg,112,train
C:\project_sep\data\single_folder\K-044579_0_0_0_1_75_020_200.png,K-044579,일성레바미피드정,434,train
C:\project_sep\data\single_folder\K-040813_0_2_1_0_90_100_200.png,K-040813,동성에르도스테인캡슐(에르도스테인),106,train
C:\project_sep\data\single_folder\K-042831_0_2_0_0_90_120_200.png,K-042831,가스모틴에스알정(모사프리드시트르산염수화물),297,train
C:\project_sep\data\single_folder\K-041295_0_2_1_1_90_220_200.png,K-041295,건일몬테루카스트츄정 5mg,144,train
C:\project_sep\data\single_folder\K-042099_0_0_0_2_75_100_200.png,K-042099,나프바스정 75mg,232,train
C:\project_sep\data\single_folder\K-041989_0_2_0_1_70_000_200.png,K-041989,투엑스비엠연질캡슐 500mg/PTP,215,train
C:\project_sep\data\single_folder\K-043104_0_0_1_2_90_060_200.png,K-043104,쎈비백정 100mg/병,309,train
C:\project_sep\data\single_folder\K-039248_0_2_0_2_70_320_200.png,K-039248,덴티골드캡슐 150mg/PTP,9,train
C:\project_sep\data\single_folder\K-041015_0_2_0_2_70_040_200.png,K-041015,마그온연질캡슐 250mg/PTP,115,train
C:\project_sep\data\single_folder\K-042999_0_2_1_2_90_220_200.png,K-042999,디만틴정 5mg,300,train
C:\project_sep\data\single_folder\K-041118_0_0_0_1_90_160_200.png,K-041118,솔페신정 5mg,127,train
C:\project_sep\data\single_folder\K-042831_0_2_0_1_90_020_200.png,K-042831,가스모틴에스알정(모사프리드시트르산염수화물),297,train
C:\project_sep\data\single_folder\K-043103_0_2_0_1_90_100_200.png,K-043103,메가비텐정 103.1mg/병,308,train
C:\project_sep\data\single_folder\K-041752_0_1_1_1_60_280_200.png,K-041752,이달비정 40mg,192,train
C:\project_sep\data\single_folder\K-040790_0_0_0_1_70_280_200.png,K-040790,콜키닌정(콜키신),104,train
C:\project_sep\data\single_folder\K-044199_0_2_0_0_60_300_200.png,K-044199,케이캡정 50mg,393,train
C:\project_sep\data\single_folder\K-042678_0_2_0_0_75_060_200.png,K-042678,로수민정 10mg,286,train
C:\project_sep\data\single_folder\K-044539_0_2_0_0_90_140_200.png,K-044539,아질렉트정 0.5mg,427,train
C:\project_sep\data\single_folder\K-044732_0_2_1_2_70_020_200.png,K-044732,레드리버연질캡슐 350mg/병,451,train
C:\project_sep\data\single_folder\K-041228_0_2_0_2_90_160_200.png,K-041228,에스메프졸정20밀리그램,135,train
C:\project_sep\data\single_folder\K-044548_0_0_1_0_90_140_200.png,K-044548,크라셋세미정,429,train
C:\project_sep\data\single_folder\K-044145_0_2_1_0_70_080_200.png,K-044145,콜민코연질캡슐 200mg/PTP,390,train
C:\project_sep\data\single_folder\K-043398_0_0_1_1_75_040_200.png,K-043398,나스타정 50mg,334,train
C:\project_sep\data\single_folder\K-041696_0_2_1_0_70_260_200.png,K-041696,베믈리디정(테노포비르알라페나미드푸마르산염),185,train
C:\project_sep\data\single_folder\K-044004_0_2_1_1_75_040_200.png,K-044004,록소포펜정,378,train
C:\project_sep\data\single_folder\K-041751_0_1_1_1_70_000_200.png,K-041751,이달비정 80mg,191,train
C:\project_sep\data\single_folder\K-044754_0_0_0_0_90_180_200.png,K-044754,클자핀정 50mg,454,train
C:\project_sep\data\single_folder\K-040434_0_2_0_0_75_180_200.png,K-040434,히트펜정 25mg/병,85,train
C:\project_sep\data\single_folder\K-044681_0_2_1_2_90_160_200.png,K-044681,바제칼디정,445,train
C:\project_sep\data\single_folder\K-041921_0_0_0_2_75_320_200.png,K-041921,케이로틴정 5mg,210,train
C:\project_sep\data\single_folder\K-043506_0_2_0_0_70_020_200.png,K-043506,웰마코연질캡슐,343,train
C:\project_sep\data\single_folder\K-044118_0_2_0_2_75_300_200.png,K-044118,에르덱스캡슐(에르도스테인),385,train
C:\project_sep\data\single_folder\K-041505_0_2_0_0_75_280_200.png,K-041505,툴코맥스장용연질캡슐 20mg/PTP,165,train
C:\project_sep\data\single_folder\K-041319_0_0_1_1_90_180_200.png,K-041319,아라진정,148,train
C:\project_sep\data\single_folder\K-039985_0_1_0_0_90_100_200.png,K-039985,렉센엔캡슐 300mg/PTP,54,train
C:\project_sep\data\single_folder\K-039293_0_2_0_1_70_120_200.png,K-039293,젠빅플러스연질캡슐 500mg/PTP,13,train
C:\project_sep\data\single_folder\K-042021_0_0_0_2_70_040_200.png,K-042021,투리온정(베포타스틴베실산염),223,train
C:\project_sep\data\single_folder\K-041809_0_1_1_1_90_300_200.png,K-041809,디카본100정,203,train
C:\project_sep\data\single_folder\K-044361_0_0_1_2_75_140_200.png,K-044361,쎄스콘미니정 0.15mg/PTP,408,train
C:\project_sep\data\single_folder\K-044312_0_2_0_2_60_320_200.png,K-044312,제이그렐정(클로피도그렐황산염),404,train
C:\project_sep\data\single_folder\K-041319_0_0_0_2_75_200_200.png,K-041319,아라진정,148,train
C:\project_sep\data\single_folder\K-042278_0_1_1_0_70_180_200.png,K-042278,징코에프정 80mg,254,train
C:\project_sep\data\single_folder\K-041206_0_2_0_0_75_180_200.png,K-041206,마이메가100정 108.7mg/병,133,train
C:\project_sep\data\single_folder\K-044231_0_2_1_1_75_140_200.png,K-044231,콜리아센리드캡슐,398,train
C:\project_sep\data\single_folder\K-039868_0_0_0_0_90_320_200.png,K-039868,아스라스정,45,train
C:\project_sep\data\single_folder\K-043586_0_0_0_0_70_240_200.png,K-043586,바토루스캡슐(바실루스니케니포르미스균),351,train
C:\project_sep\data\single_folder\K-045290_0_2_1_0_90_200_200.png,K-045290,디맥트리플정 165.8mg/PTP,498,train
C:\project_sep\data\single_folder\K-044539_0_0_0_0_70_100_200.png,K-044539,아질렉트정 0.5mg,427,train
C:\project_sep\data\single_folder\K-042770_0_2_0_1_90_220_200.png,K-042770,마그네비정 331.58mg/병,292,train
C:\project_sep\data\single_folder\K-044397_0_2_1_0_70_060_200.png,K-044397,제일알지싹세티연질캡슐 10mg/PTP,413,train
C:\project_sep\data\single_folder\K-043793_0_2_0_0_75_160_200.png,K-043793,비맥스비비정 25mg/병,364,train
C:\project_sep\data\single_folder\K-041490_0_2_0_0_75_240_200.png,K-041490,리피크린정 10mg,162,train
C:\project_sep\data\single_folder\K-044361_0_1_0_2_60_260_200.png,K-044361,쎄스콘미니정 0.15mg/PTP,408,train
C:\project_sep\data\single_folder\K-043476_0_2_1_1_70_200_200.png,K-043476,리버만프리미엄연질캡슐 350mg/PTP,342,train
C:\project_sep\data\single_folder\K-044528_0_2_0_0_90_260_200.png,K-044528,로수암핀정 10/5mg,425,train
C:\project_sep\data\single_folder\K-042154_0_2_1_0_90_160_200.png,K-042154,센스데이정 0.15mg/PTP,239,train
C:\project_sep\data\single_folder\K-044199_0_1_1_1_60_240_200.png,K-044199,케이캡정 50mg,393,train
C:\project_sep\data\single_folder\K-041751_0_0_0_1_70_060_200.png,K-041751,이달비정 80mg,191,train
C:\project_sep\data\single_folder\K-041646_0_2_1_0_90_020_200.png,K-041646,이브터치연질캡슐 400mg/PTP,182,train
C:\project_sep\data\single_folder\K-040098_0_0_1_0_70_260_200.png,K-040098,칸타벨정 8/5mg,61,train
C:\project_sep\data\single_folder\K-043545_0_2_0_1_90_000_200.png,K-043545,뉴스피린장용정 100mg,350,train
C:\project_sep\data\single_folder\K-040811_0_2_0_1_75_200_200.png,K-040811,프로부틴정,105,train
C:\project_sep\data\single_folder\K-042662_0_0_1_2_70_160_200.png,K-042662,네비스톨정1.25밀리그램(네비보롤염산염),284,train
C:\project_sep\data\single_folder\K-040332_0_2_0_1_60_120_200.png,K-040332,투베로정60/10밀리그램,78,train
C:\project_sep\data\single_folder\K-042194_0_0_1_0_75_000_200.png,K-042194,알바트정,243,train
C:\project_sep\data\single_folder\K-041994_0_2_0_2_90_320_200.png,K-041994,솔루샷코프연질캡슐 200mg/PTP,219,train
C:\project_sep\data\single_folder\K-041273_0_0_0_2_90_140_200.png,K-041273,임팩타민케어정 125mg/병,141,train
C:\project_sep\data\single_folder\K-044469_0_1_1_2_70_260_200.png,K-044469,마더스아스피린장용정 100mg,420,train
C:\project_sep\data\single_folder\K-044361_0_2_0_1_75_180_200.png,K-044361,쎄스콘미니정 0.15mg/PTP,408,train
C:\project_sep\data\single_folder\K-044446_0_2_0_0_90_340_200.png,K-044446,스테글라트로정 5mg,417,train
C:\project_sep\data\single_folder\K-044214_0_2_0_2_70_200_200.png,K-044214,앤틱스캡슐(포도엽건조엑스),395,train
C:\project_sep\data\single_folder\K-042783_0_0_0_1_90_080_200.png,K-042783,하이브릭정 80mg,294,train
C:\project_sep\data\single_folder\K-039248_0_2_0_2_75_300_200.png,K-039248,덴티골드캡슐 150mg/PTP,9,train
C:\project_sep\data\single_folder\K-043476_0_2_0_1_75_100_200.png,K-043476,리버만프리미엄연질캡슐 350mg/PTP,342,train
C:\project_sep\data\single_folder\K-041878_0_0_0_0_75_340_200.png,K-041878,레피드정,207,train
C:\project_sep\data\single_folder\K-044992_0_1_1_0_90_300_200.png,K-044992,메피솔론정(메틸프레드니솔론),470,train
C:\project_sep\data\single_folder\K-040375_0_2_0_2_75_180_200.png,K-040375,비맥스액티브정 50mcg/병,81,train
C:\project_sep\data\single_folder\K-040854_0_2_0_1_90_000_200.png,K-040854,크램스탑연질캡슐 500mg/PTP,111,train
C:\project_sep\data\single_folder\K-040811_0_2_1_2_90_180_200.png,K-040811,프로부틴정,105,train
C:\project_sep\data\single_folder\K-041319_0_0_0_1_90_320_200.png,K-041319,아라진정,148,train
C:\project_sep\data\single_folder\K-044754_0_0_1_2_75_180_200.png,K-044754,클자핀정 50mg,454,train
C:\project_sep\data\single_folder\K-041594_0_0_0_2_90_260_200.png,K-041594,리리베아캡슐 150mg,177,train
C:\project_sep\data\single_folder\K-041793_0_0_0_0_75_000_200.png,K-041793,유한엔플루캡슐 45mg,199,train
C:\project_sep\data\single_folder\K-041508_0_2_1_1_90_120_200.png,K-041508,광동아스피린장용정 100mg,166,train
C:\project_sep\data\single_folder\K-044794_0_2_0_2_70_060_200.png,K-044794,가네리버연질캡슐 175mg,455,train
C:\project_sep\data\single_folder\K-041344_0_2_0_1_70_120_200.png,K-041344,조인파워연질캡슐 300mg/PTP,152,train
C:\project_sep\data\single_folder\K-042174_0_2_1_2_75_300_200.png,K-042174,콘파워600정 600mg/병,241,train
C:\project_sep\data\single_folder\K-042780_0_2_1_2_70_220_200.png,K-042780,이브엔연질캡슐 400mg/PTP,293,train
C:\project_sep\data\single_folder\K-041304_0_0_0_1_90_300_200.png,K-041304,슈락스골드장용정 5mg/PTP,146,train
C:\project_sep\data\single_folder\K-044013_0_0_1_0_70_220_200.png,K-044013,로스테인캡슐,379,train
C:\project_sep\data\single_folder\K-043192_0_2_0_0_75_060_200.png,K-043192,아로나민이맥스플러스정 200mg/병,316,train
C:\project_sep\data\single_folder\K-042318_0_2_1_0_90_340_200.png,K-042318,알코타민정 100mg/병,258,train
C:\project_sep\data\single_folder\K-041928_0_2_0_2_75_000_200.png,K-041928,본디칼플러스정,211,train
C:\project_sep\data\single_folder\K-041077_0_2_1_1_90_020_200.png,K-041077,혈앤보알파연질캡슐 500mg/PTP,120,train
C:\project_sep\data\single_folder\K-043278_0_2_0_0_90_260_200.png,K-043278,아날라프연질캡슐 250mg/PTP,321,train
C:\project_sep\data\single_folder\K-041993_0_2_1_0_75_200_200.png,K-041993,솔루샷노즈연질캡슐 200mg/PTP,218,train
C:\project_sep\data\single_folder\K-042289_0_2_0_2_90_340_200.png,K-042289,마그비액티브정 300mg/병,256,train
C:\project_sep\data\single_folder\K-042249_0_2_0_2_75_000_200.png,K-042249,환인메만틴오디정 10mg,249,train
C:\project_sep\data\single_folder\K-042589_0_2_0_1_70_240_200.png,K-042589,이브더블샷연질캡슐 400mg/PTP,278,train
C:\project_sep\data\single_folder\K-043545_0_2_1_2_75_300_200.png,K-043545,뉴스피린장용정 100mg,350,train
C:\project_sep\data\single_folder\K-041305_0_0_0_2_75_240_200.png,K-041305,원기쏘플러스정 20mg/병,147,train
C:\project_sep\data\single_folder\K-039266_0_2_1_1_75_160_200.png,K-039266,셀룬정 200mg/병,11,train
C:\project_sep\data\single_folder\K-042854_0_0_0_2_90_320_200.png,K-042854,머슬펜정 300mg/PTP,298,train
C:\project_sep\data\single_folder\K-039703_0_0_1_1_75_020_200.png,K-039703,헤파텍트캡슐,36,train
C:\project_sep\data\single_folder\K-043441_0_2_1_1_75_200_200.png,K-043441,훼리큐캡슐 326.1mg/PTP,336,train
C:\project_sep\data\single_folder\K-042154_0_0_0_0_90_040_200.png,K-042154,센스데이정 0.15mg/PTP,239,train
C:\project_sep\data\single_folder\K-044384_0_0_0_0_90_340_200.png,K-044384,이달비클로정 40/12.5mg,411,train
C:\project_sep\data\single_folder\K-043383_0_0_0_0_70_120_200.png,K-043383,리리카캡슐 25mg,332,train
C:\project_sep\data\single_folder\K-042130_0_2_0_2_70_340_200.png,K-042130,코메키나캡슐 25mg/PTP,237,train
C:\project_sep\data\single_folder\K-041528_0_0_1_1_90_260_200.png,K-041528,유파티렌정,169,train
C:\project_sep\data\single_folder\K-041140_0_2_1_0_70_160_200.png,K-041140,썬팩타민연질캡슐 5mg/병,128,train
C:\project_sep\data\single_folder\K-041547_0_2_1_0_90_300_200.png,K-041547,로스바탄정 5mg,172,train
C:\project_sep\data\single_folder\K-044330_0_2_0_0_75_100_200.png,K-044330,베포스타서방정(베포타스틴살리실산염),406,train
C:\project_sep\data\single_folder\K-039320_0_0_1_0_75_340_200.png,K-039320,뉴암로디프정5밀리그램,15,train
C:\project_sep\data\single_folder\K-044927_0_2_1_1_70_100_200.png,K-044927,에이목스캡슐 500mg,466,train
C:\project_sep\data\single_folder\K-042757_0_2_0_2_90_300_200.png,K-042757,클로맥스연질캡슐 125mg/PTP,291,train
C:\project_sep\data\single_folder\K-040100_0_0_1_0_70_320_200.png,K-040100,칸타벨정 16/5mg,62,train
C:\project_sep\data\single_folder\K-044361_0_2_0_1_70_000_200.png,K-044361,쎄스콘미니정 0.15mg/PTP,408,train
C:\project_sep\data\single_folder\K-040119_0_0_0_0_75_240_200.png,K-040119,씬지록신정 150mcg,65,train
C:\project_sep\data\single_folder\K-044624_0_0_0_1_90_260_200.png,K-044624,푸레파베인캡슐 300mg/PTP,439,train
C:\project_sep\data\single_folder\K-039362_0_0_0_0_75_060_200.png,K-039362,아사톱장용정 100mg,20,train
C:\project_sep\data\single_folder\K-039889_0_2_1_1_90_040_200.png,K-039889,가스티인씨알정(모사프리드시트르산염수화물),48,train
C:\project_sep\data\single_folder\K-042595_0_0_1_2_75_300_200.png,K-042595,크로스틴정 5mg,280,train
C:\project_sep\data\single_folder\K-042211_0_2_1_0_75_040_200.png,K-042211,마그엠정,245,train
C:\project_sep\data\single_folder\K-039306_0_0_0_0_75_020_200.png,K-039306,탐루신디서방정,14,train
C:\project_sep\data\single_folder\K-040098_0_2_1_1_75_120_200.png,K-040098,칸타벨정 8/5mg,61,train
C:\project_sep\data\single_folder\K-044498_0_1_0_1_60_120_200.png,K-044498,투게논정 5/16mg,424,train
C:\project_sep\data\single_folder\K-042757_0_2_0_2_70_060_200.png,K-042757,클로맥스연질캡슐 125mg/PTP,291,train
C:\project_sep\data\single_folder\K-044746_0_2_0_1_75_280_200.png,K-044746,가네존연질캡슐 350mg/PTP,453,train
C:\project_sep\data\single_folder\K-044301_0_2_0_1_90_220_200.png,K-044301,신콜에프연질캡슐 200mg/PTP,403,train
C:\project_sep\data\single_folder\K-045233_0_2_1_1_90_340_200.png,K-045233,뉴코딜정 3mg/병,491,train
C:\project_sep\data\single_folder\K-043273_0_2_1_1_90_180_200.png,K-043273,벤포바이타액티브정 100mg/병,319,train
C:\project_sep\data\single_folder\K-044867_0_2_1_1_90_200_200.png,K-044867,마투탑플러스연질캡슐 500mg/PTP,459,train
C:\project_sep\data\single_folder\K-041968_0_0_1_2_75_080_200.png,K-041968,나프딜정 75mg,213,train
C:\project_sep\data\single_folder\K-042072_0_0_0_1_75_060_200.png,K-042072,가벨린정 150mg,229,train
C:\project_sep\data\single_folder\K-044703_0_0_1_1_90_080_200.png,K-044703,아고틴정 25mg,448,train
C:\project_sep\data\single_folder\K-040728_0_0_0_0_90_060_200.png,K-040728,엘메이드정 200mg/병,101,train
C:\project_sep\data\single_folder\K-039504_0_0_1_2_70_120_200.png,K-039504,알푸론정,24,train
C:\project_sep\data\single_folder\K-039325_0_0_0_1_75_340_200.png,K-039325,스카드비정,16,train
C:\project_sep\data\single_folder\K-043068_0_2_0_2_75_260_200.png,K-043068,바이코민정 33.33mg/병,305,train
C:\project_sep\data\single_folder\K-044397_0_2_0_0_90_100_200.png,K-044397,제일알지싹세티연질캡슐 10mg/PTP,413,train
